Attack,Defence,Speed,HP,
7.177374,6.188016,5.965373,7.095205
6.720673,7.237987,5.615988,5.300566
6.399275,5.142781,4.045047,7.117695
7.65213,3.556881,5.73672,4.795974
8.029745,4.008239,3.911204,6.212175
5.137669,4.585122,6.29591,7.297916
7.1271,5.436369,4.440388,5.815803
6.433605,5.409251,5.362559,5.717967
7.624659,4.662807,3.23207,6.170495
6.782522,5.78173,3.949612,4.978791
8.413978,5.077327,4.307936,5.730763
5.411605,6.556418,2.524813,5.927731
7.624659,4.434444,4.415662,5.894779
6.548976,3.63099,7.534031,4.639294
6.03516,3.658469,5.08604,5.374575
6.934211,7.208999,5.62958,5.647127
7.389066,4.668299,6.242487,5.914091
8.112539,3.189352,5.620366,6.683302
6.789803,5.033971,5.142728,3.752793
6.772116,5.205079,4.611225,4.06757
8.743542,5.250445,5.870563,5.519211
5.467233,6.583066,5.258425,3.719483
7.506938,5.250445,5.727013,5.33247
8.835777,4.327457,6.828947,7.270763
6.36679,4.558003,5.620366,6.009154
4.29207,2.854002,5.352721,5.958943
7.744365,4.843103,5.506917,6.100212
8.413978,4.782092,3.263396,5.385758
7.550396,5.758665,7.274393,6.236712
4.055657,6.770701,5.597513,7.090543
7.738418,5.075659,5.506917,4.399167
6.184639,8.21107,4.646695,5.927776
6.471446,5.606222,4.611225,6.500533
7.177374,6.188016,5.965373,7.095205
5.517332,5.221818,4.951184,4.758465
7.265522,4.455119,6.462372,6.770323
5.244237,6.675923,6.103682,6.268305
7.096231,4.962277,6.203977,6.253987
7.338295,6.014898,4.174093,6.257232
7.66217,5.079595,5.163267,4.202826
6.855405,5.232197,7.05342,6.466616
5.137669,5.609488,5.133513,5.717967
6.433605,5.205079,5.065824,4.932044
7.177374,5.033971,5.965373,6.774192
7.640457,4.558003,5.748829,6.251244
7.207412,6.409948,3.634257,6.170495
8.023677,5.291933,4.431427,6.021058
7.408854,4.646246,6.137621,5.266562
5.411923,2.854002,6.116408,5.717967
7.456885,5.579686,4.349758,6.578298
7.389066,4.457088,5.166996,5.194267
6.072396,4.786745,4.149731,5.72757
7.581433,6.006184,7.282562,5.977089
6.877848,5.033971,4.716697,7.323385
7.118042,6.835092,3.725139,5.977089
6.772116,5.191702,5.362559,6.318083
6.285497,7.16023,6.190384,6.027308
2.691055,4.284639,5.965373,6.84129
5.990741,4.669985,4.881287,4.74124
7.207412,6.409948,3.634257,6.170495
7.57184,5.171206,4.976434,5.910392
7.902375,4.547757,6.612737,6.693294
7.640457,4.833735,5.537949,5.490498
7.640457,5.853663,4.856678,4.659358
7.368333,4.668299,6.242487,5.194267
5.950356,6.006184,6.612737,3.752368
6.772116,4.585122,6.227419,5.904709
7.987249,6.879342,5.840999,7.422324
6.707541,4.511014,4.96061,3.582539
5.140508,8.029479,5.756469,5.145575
5.742832,6.583066,4.044181,5.72757
5.070854,4.511014,6.823617,7.297916
8.081304,6.116323,6.189438,6.883654
8.274046,4.669985,6.754854,6.122908
8.750443,5.572123,6.531228,5.878776
6.356194,4.720875,5.506917,3.186606
5.411605,5.21882,5.065824,7.297916
7.573863,4.323894,3.309234,6.225104
5.409767,6.994415,5.204517,6.416821
9.172243,6.583066,3.634257,5.730763
7.760095,4.310896,5.296286,6.256806
7.668092,4.704315,5.360039,5.117235
6.944442,7.241641,2.96666,7.585157
7.316618,5.853663,5.292193,5.634288
4.501381,5.343459,6.199397,3.534518
9.172243,6.25341,6.828947,5.977089
5.674575,4.032222,4.669204,7.270763
6.256784,4.28397,6.612737,6.053943
5.637982,5.446111,6.001328,5.904709
8.833865,6.879342,6.070801,7.320983
7.345197,5.513656,6.823617,5.877556
7.97452,7.126545,5.204328,8.764867
7.668092,4.786745,2.920824,4.790437
6.455803,4.255466,5.157875,6.304207
9.172243,6.188016,5.190736,7.091587
5.894829,4.558003,4.030127,5.59772
7.15606,3.99615,6.351423,6.170495
7.175735,7.507887,5.965373,5.656075
8.254347,6.033749,6.006657,5.419679
7.272314,4.52413,5.377971,6.121943
5.849128,6.521996,6.050467,6.844366
6.91998,6.817603,4.103609,6.729623
8.396087,5.961119,6.599144,6.212175
7.612231,4.835926,5.385194,4.793631
6.372672,4.175771,6.976889,5.425641
7.111849,3.804108,4.590867,4.513113
6.556311,4.428584,6.435779,4.517915
8.066523,7.20722,5.138087,6.59738
6.542916,7.737112,6.550206,6.834341
8.173478,7.507887,3.870801,6.467597
6.705703,5.87043,4.855132,6.416395
9.208799,6.76059,7.468287,4.479987
8.413978,4.860853,4.887526,7.136644
7.124944,4.401438,5.129601,7.094975
6.822913,4.585122,5.566636,6.443548
5.411605,7.230142,4.439402,4.06757
7.004464,4.323894,3.627443,6.209617
6.49818,5.662116,6.369019,4.567722
5.674575,2.88112,5.420538,6.466616
7.78942,6.409948,4.622135,6.263551
8.254347,5.572123,6.429564,5.158953
6.438157,2.864559,4.431427,7.584732
6.760011,7.16023,5.443864,7.547662
8.112539,2.969244,3.600887,5.964948
7.51384,7.407456,6.189438,7.997108
6.072396,4.75824,5.280521,7.160044
6.433605,4.726736,5.35885,6.350854
5.572577,5.058017,6.06499,4.490767
6.098094,6.014898,5.506917,5.8175
7.177658,4.568561,5.191722,4.558837
6.014956,4.585122,6.659957,6.318083
8.340459,4.669985,5.146146,5.43825
6.281972,5.954521,4.379533,7.141807
7.345197,5.961119,6.823617,5.158953
6.877848,5.033971,5.430129,7.997108
9.021257,3.665319,4.706084,4.359207
5.137669,5.405315,4.646695,7.320938
6.921792,4.786745,4.769465,6.443548
8.721731,5.572123,4.452994,7.585157
6.556311,5.17276,6.726304,4.472191
7.332606,4.340454,4.962125,5.11803
7.227077,4.531197,5.342163,6.693719
6.899273,4.585122,6.791164,6.048675
6.25137,4.899854,5.36418,5.911122
7.124944,4.531197,6.330253,7.094975
8.034031,4.865525,5.422534,5.718392
5.645863,5.524489,5.861403,6.154454
6.275522,5.135395,5.839835,7.160551
5.244237,6.675923,6.103682,6.268305
6.456959,6.817603,5.184678,4.506872
7.145064,6.505436,4.566166,6.170644
7.668118,4.585122,7.120353,6.443548
8.536251,6.583066,6.599144,6.650811
6.399275,3.991679,4.045047,7.117695
6.432867,4.704315,6.970666,5.40212
5.802165,4.860853,5.899304,7.186017
5.674575,4.434444,4.701777,5.630605
4.318627,6.430934,5.524356,7.531069
6.375628,4.568561,6.659957,6.286931
7.97452,4.999641,4.663028,4.758465
7.006373,6.724237,6.072283,7.548087
8.114451,4.741679,5.839835,6.371514
7.999708,4.669985,5.527888,8.454226
6.605086,6.080292,4.431427,7.136644
6.431365,5.719664,4.486226,7.298341
6.242712,6.006184,5.040668,5.197772
5.38012,6.583066,5.801975,6.743514
5.427479,3.389588,6.591872,5.958518
5.950382,6.764732,5.035104,6.51679
7.573863,5.909342,6.369019,5.287971
6.014956,6.692484,6.052111,6.268305
7.246292,6.25341,6.984259,3.752368
6.471446,8.225019,4.446183,6.658056
5.187183,5.075659,6.190384,5.672984
6.272684,4.835926,7.869824,6.416821
6.548976,5.683061,7.744912,8.013987
5.849128,5.309883,6.249759,7.025012
6.433605,3.658469,5.62959,5.813882
7.312705,4.114766,5.840461,5.682802
8.691693,5.572123,4.090016,7.585157
7.177658,6.987112,6.285398,7.990587
5.674575,4.032222,4.669204,7.111175
8.396087,6.25341,6.24132,3.719483
7.885149,5.685242,4.452994,5.584068
6.548976,4.547757,4.854943,5.727145
6.344521,5.388755,4.646695,7.320938
6.789803,4.715051,6.612737,4.677504
7.612231,5.775226,5.726865,6.797113
5.802165,4.494453,6.823617,7.534513
6.883419,6.284177,6.064059,5.391653
7.276234,4.558003,5.926305,6.59738
8.507538,5.291933,5.476006,4.758465
5.708528,7.507887,5.188563,6.024671
7.207412,4.860853,4.431427,6.966146
7.506938,7.407456,4.431427,6.883654
6.921792,5.85836,6.280068,7.997108
7.053463,5.577984,5.050317,5.893592
7.668092,4.040865,3.903719,6.666148
7.422114,6.941786,3.627443,5.867481
7.902375,8.21107,3.909935,7.160551
7.004464,4.782092,5.615988,7.186864
6.49818,4.970969,5.065824,4.656615
8.813967,5.860631,6.11203,5.59649
5.411605,7.268759,3.870801,5.867056
7.480575,5.592927,4.56539,4.998569
7.310893,5.658124,6.265087,5.877981
6.854667,4.42276,5.926305,5.287838
8.750443,7.112221,6.077612,5.977089
8.260652,5.874921,6.828947,7.644451
7.483802,5.709106,4.776719,6.055162
6.821074,5.645555,3.046345,5.275467
5.202244,6.043549,4.646695,7.320938
6.42487,7.16023,5.160721,6.154454
7.997682,6.25341,6.289283,6.810821
8.750443,4.588699,6.791164,7.465275
5.209814,5.465051,5.027076,4.291632
8.05239,4.860853,4.082042,7.413117
4.802158,7.737112,4.351638,7.55128
7.193915,4.585122,5.82547,5.835165
8.144603,4.726736,4.824516,7.727223
7.668092,4.832634,5.390053,5.759158
6.184639,6.764732,4.646695,7.320938
6.887487,5.662116,4.440388,3.968033
8.420879,4.860853,5.566636,7.32296
7.267434,3.465082,4.856678,6.554621
8.420879,4.819365,5.667808,6.411845
6.883419,6.931253,6.064059,5.667082
6.522618,5.564757,4.439402,6.416395
5.409767,6.556418,3.276147,6.15488
8.750443,5.961119,4.701777,5.536983
6.818515,6.116323,4.431427,5.43825
5.17551,4.75824,7.149211,6.064503
8.536251,4.238905,6.754854,5.890065
5.251758,7.194652,4.781975,5.673409
7.332338,5.07827,6.787385,6.500533
7.595576,4.860853,3.046345,8.267486
5.202244,6.751355,5.065824,7.320938
6.275904,5.382444,5.489598,4.826592
8.003233,5.833066,5.420538,7.547662
7.029415,5.090153,4.684106,6.212175
6.827744,4.428584,5.70621,6.181607
7.191538,5.507928,3.330707,5.913843
8.750443,4.28397,6.804757,5.521066
7.425795,7.441877,4.100603,6.595407
6.789803,4.259144,6.848232,5.127537
6.341304,5.954521,5.526088,7.862056
6.861974,6.731017,6.376112,6.55724
8.303903,6.751355,5.071153,6.391351
7.568285,5.961119,3.717994,5.275043
5.048978,5.817689,6.345015,7.911428
5.411605,7.268759,3.680092,5.147233
6.847876,4.972523,5.527888,4.758465
5.517332,7.507887,4.719211,5.052378
6.260097,6.668937,5.480156,7.724687
6.042359,4.28397,6.612737,6.256806
8.750443,6.230698,6.249759,6.332991
8.029745,5.079861,3.903719,7.11874
7.18405,5.685242,4.082042,7.136219
9.172243,6.583066,6.189438,7.717811
7.755828,4.835926,5.174971,6.706851
8.444016,7.234338,5.839835,5.977089
7.363598,4.547757,6.612737,7.547662
6.885109,5.758665,6.490815,6.88896
7.392311,4.255466,5.885712,5.773889
